age,sex,race_ethnicity,marital_status,education_level,income_level,occupation,place_of_residence,nationality,religion,language_spoken,household_size,credit_score,has_outstanding_loans,num_loans_taken_last_5yrs,loan_repayment_history_score,monthly_expenses,existing_monthly_liabilities,bank_account_access,internet_access,distance_to_nearest_bank_km,mobile_money_usage,success_score
54,Male,Black,Divorced,None,30000,Engineer,Urban,Indian,Sikh,Marathi,1,367,0,1,0.88,7903,14138,1,1,20.0,1,0.584
59,Female,Black,Married,Secondary,50000,Self-employed,Rural,Bangladeshi,Muslim,Telugu,3,752,0,5,0.43,11172,16345,1,0,1.3,1,0.739
53,Other,Mixed,Married,None,70000,Engineer,Semi-urban,Bangladeshi,Hindu,Tamil,4,636,0,5,0.2,3046,14964,0,1,13.8,0,0.549
23,Female,Latino,Divorced,Primary,30000,Engineer,Urban,Nepali,Christian,Hindi,2,414,0,5,0.48,3157,9598,0,1,9.2,1,0.383
34,Female,White,Widowed,Graduate,10000,Teacher,Semi-urban,Indian,Other,Tamil,6,558,0,5,0.95,16956,16829,0,1,18.6,1,0.491
46,Other,Asian,Divorced,None,20000,Teacher,Urban,Indian,Buddhist,Marathi,8,743,1,3,0.4,7290,16649,1,0,13.1,0,0.657
47,Male,Asian,Divorced,Primary,100000,Laborer,Rural,Nepali,Other,Bengali,8,608,1,5,0.27,20541,10326,0,0,10.0,1,0.343
20,Other,Mixed,Divorced,Postgraduate,100000,Farmer,Rural,Bangladeshi,Buddhist,Telugu,5,356,1,3,0.89,17852,19973,0,1,2.8,0,0.364
62,Male,White,Single,None,50000,Farmer,Semi-urban,Bangladeshi,Christian,Marathi,7,433,1,1,0.85,5442,10881,1,0,5.5,1,0.561
21,Other,Mixed,Widowed,Secondary,70000,Laborer,Urban,Indian,Christian,Bengali,2,490,1,5,0.17,3449,3404,0,1,23.1,0,0.414
54,Other,Asian,Single,Graduate,30000,Farmer,Rural,Indian,Sikh,Bengali,5,451,0,3,0.63,3369,19493,1,1,6.2,0,0.54
52,Female,Mixed,Divorced,None,10000,Teacher,Urban,Bangladeshi,Buddhist,Bengali,4,520,0,4,0.49,22364,13893,0,0,23.9,0,0.211
59,Male,Asian,Single,None,50000,Engineer,Urban,Indian,Muslim,Tamil,6,336,0,4,0.39,4989,10808,1,1,22.9,0,0.459
45,Other,Asian,Divorced,Primary,100000,Engineer,Rural,Indian,Christian,Bengali,2,624,0,0,0.63,8363,3629,0,1,14.6,1,0.647
34,Other,Asian,Single,None,20000,Engineer,Urban,Bangladeshi,Hindu,Tamil,2,420,0,4,0.27,16729,14347,0,1,24.0,0,0.345
64,Other,Mixed,Widowed,Primary,50000,Laborer,Rural,Indian,Hindu,Bengali,6,754,0,5,0.3,20403,8779,0,1,1.2,0,0.605
27,Other,Mixed,Divorced,Postgraduate,50000,Teacher,Urban,Nepali,Sikh,Marathi,6,565,1,3,0.15,8409,7083,1,0,4.2,1,0.575
46,Other,Asian,Divorced,None,30000,Teacher,Urban,Bangladeshi,Sikh,English,5,804,1,2,0.38,3080,18360,1,1,17.8,0,0.891
62,Female,Black,Single,Secondary,30000,Self-employed,Rural,Bangladeshi,Sikh,Bengali,3,301,1,2,0.77,7327,16162,1,1,5.5,0,0.523
56,Other,Mixed,Widowed,Graduate,20000,Self-employed,Semi-urban,Indian,Muslim,Hindi,2,440,0,4,0.89,24371,8063,1,0,14.8,1,0.411
42,Other,Asian,Single,Secondary,30000,Teacher,Urban,Nepali,Hindu,Tamil,2,799,0,5,0.17,14324,9822,1,0,20.5,1,0.644
21,Male,Latino,Single,None,20000,Laborer,Rural,Nepali,Sikh,Tamil,4,376,1,1,0.98,17590,10844,1,0,19.8,1,0.392
53,Other,Mixed,Widowed,Primary,100000,Self-employed,Urban,Bangladeshi,Other,English,3,432,0,2,0.97,22915,12530,0,1,22.4,1,0.319
43,Other,Mixed,Divorced,Postgraduate,30000,Farmer,Urban,Indian,Sikh,English,1,791,1,2,0.5,5067,10699,0,0,7.7,0,0.621
65,Female,Mixed,Widowed,None,100000,Self-employed,Urban,Bangladeshi,Christian,Bengali,2,483,1,2,0.52,13844,13051,0,0,8.5,1,0.259
63,Other,Black,Married,Secondary,30000,Self-employed,Semi-urban,Bangladeshi,Sikh,Telugu,8,752,0,2,0.02,7522,19770,0,1,21.8,1,0.543
62,Other,Asian,Divorced,Primary,50000,Laborer,Semi-urban,Indian,Sikh,Marathi,5,826,0,5,0.3,11161,11293,0,1,21.5,1,0.781
39,Female,Latino,Married,Primary,70000,Farmer,Rural,Bangladeshi,Muslim,Tamil,5,440,0,1,0.33,3830,15344,1,0,17.5,0,0.379
35,Other,Mixed,Married,None,70000,Laborer,Rural,Nepali,Sikh,Bengali,1,633,1,4,0.32,13360,2818,1,1,4.4,0,0.743
63,Female,Black,Widowed,None,20000,Engineer,Semi-urban,Nepali,Buddhist,English,6,304,0,5,0.67,16148,1243,0,0,4.1,0,0.306
25,Female,Mixed,Divorced,None,20000,Self-employed,Semi-urban,Indian,Buddhist,Tamil,1,426,0,1,0.19,24867,7885,1,1,10.8,1,0.511
63,Other,Mixed,Married,Primary,100000,Teacher,Urban,Nepali,Christian,Hindi,8,840,0,4,0.83,8139,16521,0,1,16.5,1,0.826
30,Male,Asian,Single,Primary,50000,Engineer,Rural,Nepali,Sikh,Tamil,1,754,1,5,0.12,17522,11919,1,0,15.5,0,0.545
61,Other,White,Single,Graduate,10000,Teacher,Semi-urban,Bangladeshi,Muslim,Hindi,4,535,0,0,0.58,14983,18886,1,1,8.2,0,0.65
53,Female,Asian,Widowed,None,30000,Laborer,Rural,Nepali,Buddhist,Marathi,3,419,1,1,0.36,7157,3919,1,1,24.5,1,0.639
21,Male,Latino,Single,Graduate,10000,Farmer,Semi-urban,Nepali,Other,Tamil,7,628,0,5,0.26,19132,10511,1,1,14.4,0,0.622
41,Male,White,Married,Postgraduate,100000,Teacher,Semi-urban,Nepali,Other,Bengali,7,711,1,4,0.62,10338,7698,0,1,21.2,1,0.734
18,Female,Mixed,Single,Graduate,70000,Teacher,Semi-urban,Indian,Other,Bengali,6,758,0,2,0.12,17848,16209,0,1,5.0,1,0.593
62,Male,White,Single,Secondary,50000,Self-employed,Urban,Nepali,Sikh,Tamil,6,438,1,2,0.28,11306,2698,0,0,21.5,0,0.254
42,Other,Latino,Single,Postgraduate,10000,Self-employed,Urban,Bangladeshi,Other,Bengali,8,436,0,1,0.72,11670,8967,1,1,1.8,0,0.693
21,Female,Black,Married,Primary,100000,Farmer,Rural,Indian,Hindu,Telugu,6,311,1,1,0.63,8439,614,1,1,24.1,0,0.532
28,Male,Latino,Divorced,Postgraduate,10000,Self-employed,Semi-urban,Bangladeshi,Buddhist,Tamil,5,462,1,0,0.35,22043,8556,1,1,8.2,1,0.491
40,Other,Asian,Divorced,Secondary,50000,Self-employed,Semi-urban,Indian,Buddhist,Marathi,1,452,0,3,0.42,13353,15458,0,1,3.3,1,0.434
65,Female,Mixed,Single,Postgraduate,50000,Self-employed,Urban,Indian,Muslim,Telugu,8,744,1,1,0.19,18550,9489,1,1,7.2,1,0.899
52,Male,Latino,Widowed,Secondary,30000,Laborer,Semi-urban,Nepali,Other,Telugu,6,709,0,3,0.97,23176,4797,0,1,11.9,1,0.713
62,Male,Black,Widowed,Secondary,50000,Self-employed,Rural,Bangladeshi,Hindu,Hindi,8,672,0,5,0.53,12822,12213,1,0,19.4,0,0.618
50,Other,White,Married,Graduate,30000,Farmer,Rural,Indian,Buddhist,English,8,401,0,1,0.9,11873,7391,1,1,24.0,0,0.643
56,Other,White,Married,Postgraduate,10000,Laborer,Rural,Indian,Hindu,Tamil,7,779,0,4,0.34,22992,8989,0,0,2.6,0,0.518
18,Female,Latino,Divorced,Primary,50000,Self-employed,Urban,Indian,Christian,Tamil,4,432,0,2,0.16,12175,12038,1,0,3.4,1,0.371
62,Female,Mixed,Widowed,Primary,10000,Teacher,Semi-urban,Indian,Christian,Hindi,7,403,1,2,0.95,19801,17120,1,0,0.9,1,0.351
47,Other,Black,Widowed,Graduate,30000,Laborer,Rural,Nepali,Hindu,Tamil,5,837,0,1,0.77,16124,13104,0,0,12.0,0,0.694
18,Female,Black,Married,Graduate,20000,Engineer,Rural,Bangladeshi,Christian,Tamil,7,613,1,4,0.25,16977,4543,0,1,3.4,1,0.606
25,Male,Mixed,Widowed,Graduate,100000,Engineer,Semi-urban,Indian,Sikh,Bengali,2,451,0,3,0.81,21026,12708,1,0,3.1,0,0.306
30,Other,White,Married,Graduate,50000,Farmer,Urban,Bangladeshi,Hindu,Marathi,8,542,1,3,0.29,12911,8720,0,0,5.8,1,0.346
27,Female,Black,Divorced,Postgraduate,20000,Self-employed,Semi-urban,Nepali,Buddhist,Tamil,7,323,1,4,0.14,23966,15521,1,1,4.2,0,0.133
34,Other,Mixed,Widowed,Secondary,50000,Farmer,Urban,Nepali,Muslim,Telugu,7,488,1,2,0.81,14928,1314,1,0,5.5,1,0.549
40,Other,Black,Single,Primary,50000,Farmer,Urban,Indian,Other,English,2,487,0,3,0.42,17799,4762,1,1,8.8,0,0.702
55,Female,Mixed,Widowed,Primary,30000,Teacher,Urban,Indian,Hindu,Tamil,5,437,0,5,0.22,21921,18603,0,0,3.2,1,0.03
64,Female,Black,Single,Graduate,50000,Laborer,Urban,Indian,Buddhist,Bengali,2,844,0,3,0.14,3948,5005,1,1,12.9,1,1.0
51,Other,Latino,Divorced,Postgraduate,70000,Engineer,Urban,Nepali,Christian,Marathi,1,808,0,5,0.84,16053,16551,0,0,19.2,0,0.612
36,Other,White,Divorced,Graduate,50000,Farmer,Rural,Bangladeshi,Hindu,English,2,371,1,0,0.55,11191,5267,1,1,2.4,0,0.653
46,Other,Latino,Divorced,Postgraduate,10000,Self-employed,Urban,Indian,Muslim,Marathi,8,552,0,3,0.92,5866,17523,0,0,15.3,0,0.448
54,Female,Black,Married,Primary,50000,Teacher,Semi-urban,Indian,Buddhist,Hindi,8,740,0,3,0.65,23349,13358,1,0,23.1,1,0.659
60,Other,Black,Widowed,None,30000,Self-employed,Urban,Indian,Christian,English,5,572,1,5,0.34,5991,3936,0,0,5.8,0,0.497
25,Male,Asian,Single,Graduate,100000,Farmer,Urban,Nepali,Christian,English,1,808,1,2,0.34,19922,12383,1,1,12.3,0,0.796
35,Female,Black,Divorced,None,20000,Teacher,Rural,Nepali,Hindu,Hindi,2,543,0,1,0.26,22869,9071,0,0,14.8,1,0.289
37,Other,Black,Divorced,Primary,20000,Farmer,Urban,Nepali,Muslim,Tamil,6,449,1,4,0.19,23230,5978,0,1,7.1,1,0.372
46,Female,Asian,Widowed,Secondary,100000,Laborer,Rural,Indian,Buddhist,Telugu,3,673,1,0,0.04,16436,14049,0,1,0.8,1,0.555
61,Female,Black,Divorced,Primary,20000,Engineer,Urban,Nepali,Hindu,Hindi,5,371,0,0,0.05,6947,6172,1,1,10.5,1,0.465
65,Male,White,Married,Primary,50000,Laborer,Semi-urban,Indian,Hindu,Hindi,6,317,0,5,0.78,13261,1638,1,1,19.9,1,0.525
22,Other,White,Widowed,None,30000,Farmer,Rural,Nepali,Christian,Telugu,2,415,0,3,0.7,3108,17420,1,0,8.6,1,0.408
52,Male,Mixed,Widowed,Graduate,70000,Laborer,Urban,Nepali,Buddhist,English,6,786,0,0,0.14,20905,7694,1,1,7.3,0,0.782
36,Other,Latino,Married,Graduate,100000,Teacher,Rural,Bangladeshi,Other,Tamil,2,520,1,5,0.73,16469,3081,1,1,4.5,0,0.658
27,Other,Black,Widowed,Postgraduate,10000,Self-employed,Semi-urban,Bangladeshi,Muslim,English,1,371,1,2,0.56,17764,6384,1,0,24.9,1,0.318
64,Male,Asian,Divorced,None,20000,Laborer,Rural,Bangladeshi,Christian,Tamil,1,699,1,1,0.38,10480,18814,0,0,2.7,0,0.445
34,Male,Black,Married,Graduate,50000,Teacher,Semi-urban,Indian,Christian,Telugu,6,552,0,5,0.35,23740,9448,1,1,3.1,1,0.625
43,Female,Latino,Widowed,Primary,30000,Teacher,Rural,Bangladeshi,Sikh,Tamil,2,481,1,3,0.02,12610,19297,0,0,8.2,0,0.275
39,Female,Asian,Divorced,Secondary,10000,Self-employed,Semi-urban,Bangladeshi,Christian,Tamil,6,586,0,3,0.79,20889,3711,1,1,18.0,1,0.778
52,Male,Mixed,Married,Postgraduate,10000,Engineer,Rural,Indian,Christian,Tamil,2,448,1,1,0.55,13840,16629,1,0,20.9,0,0.423
52,Male,Black,Widowed,Postgraduate,70000,Self-employed,Rural,Nepali,Christian,Bengali,8,850,0,0,0.38,17049,2381,0,1,1.4,0,0.869
55,Male,White,Single,None,30000,Teacher,Urban,Bangladeshi,Muslim,Hindi,5,539,1,0,0.82,6534,7379,0,0,23.3,0,0.565
19,Male,Latino,Widowed,Graduate,20000,Laborer,Semi-urban,Nepali,Buddhist,Hindi,5,399,0,1,0.12,10344,14380,1,0,16.2,1,0.353
35,Other,Mixed,Widowed,Postgraduate,70000,Laborer,Semi-urban,Bangladeshi,Christian,Bengali,8,462,1,5,0.8,18245,9465,1,0,19.6,0,0.442
45,Other,Mixed,Single,Secondary,70000,Engineer,Urban,Nepali,Hindu,Tamil,1,497,0,0,0.77,7489,14738,0,0,18.4,0,0.499
35,Male,Mixed,Widowed,None,100000,Teacher,Rural,Nepali,Buddhist,Hindi,3,465,1,2,0.85,9413,11861,1,0,14.3,1,0.501
47,Female,White,Married,Graduate,100000,Teacher,Rural,Bangladeshi,Christian,Marathi,6,609,0,1,0.48,13831,13415,1,0,13.0,0,0.536
53,Other,Black,Divorced,Graduate,10000,Self-employed,Rural,Nepali,Other,Marathi,4,790,0,4,0.38,21187,7753,0,1,18.8,0,0.716
32,Male,Latino,Divorced,Secondary,20000,Farmer,Urban,Indian,Muslim,Hindi,8,559,1,3,0.46,23274,8518,1,1,21.5,1,0.581
18,Other,Asian,Single,Primary,20000,Farmer,Urban,Nepali,Muslim,Tamil,6,754,0,3,0.15,23701,16615,1,1,19.1,0,0.704
37,Female,Mixed,Divorced,Secondary,30000,Teacher,Rural,Nepali,Hindu,Telugu,6,426,1,1,0.11,8121,5160,0,0,1.1,1,0.261
44,Other,Mixed,Widowed,None,30000,Teacher,Rural,Indian,Other,Hindi,4,770,1,2,0.86,23355,430,1,0,21.3,0,0.746
33,Other,Asian,Married,None,50000,Farmer,Urban,Nepali,Muslim,Telugu,5,428,0,0,0.1,3264,6604,0,1,21.7,1,0.521
61,Other,Black,Married,Secondary,20000,Laborer,Semi-urban,Bangladeshi,Other,Tamil,6,549,0,1,0.54,5712,12855,1,1,18.6,1,0.768
64,Female,Asian,Divorced,None,10000,Teacher,Semi-urban,Nepali,Hindu,Tamil,4,577,0,3,0.56,12169,17742,0,0,21.6,0,0.393
65,Other,White,Divorced,None,70000,Engineer,Urban,Bangladeshi,Sikh,Bengali,7,730,0,4,0.61,21324,1723,1,1,0.6,0,0.849
20,Other,Latino,Widowed,Secondary,20000,Engineer,Urban,Bangladeshi,Muslim,English,7,784,1,0,0.39,3329,4930,1,0,7.2,0,0.872
53,Male,Black,Divorced,Postgraduate,100000,Teacher,Semi-urban,Nepali,Sikh,Hindi,3,351,1,3,0.47,11592,6468,0,0,21.7,0,0.303
27,Female,Mixed,Single,Primary,50000,Laborer,Semi-urban,Nepali,Muslim,Telugu,5,678,0,3,0.76,4316,13526,0,1,1.8,1,0.751
30,Other,White,Single,Primary,20000,Farmer,Urban,Indian,Other,English,5,332,1,3,0.29,11075,8158,0,1,9.6,0,0.378
20,Female,Black,Divorced,Graduate,20000,Laborer,Semi-urban,Indian,Sikh,Telugu,1,724,0,1,0.17,5084,870,1,1,12.2,0,0.969
50,Male,Latino,Widowed,Postgraduate,20000,Farmer,Semi-urban,Nepali,Buddhist,English,6,329,1,1,0.31,8147,8602,1,1,20.8,1,0.553
35,Other,Latino,Single,Graduate,50000,Engineer,Urban,Nepali,Muslim,Telugu,1,391,1,1,0.4,14068,3208,1,1,20.1,0,0.574
58,Other,Mixed,Divorced,Graduate,50000,Self-employed,Rural,Nepali,Christian,Marathi,8,528,1,0,0.71,11136,11460,1,0,20.6,1,0.594
63,Female,Mixed,Widowed,Graduate,100000,Engineer,Urban,Indian,Muslim,English,2,841,0,2,0.31,24480,9733,0,0,20.5,1,0.434
65,Other,Black,Divorced,Secondary,20000,Engineer,Semi-urban,Bangladeshi,Hindu,Bengali,6,354,0,3,0.49,14650,3698,1,0,12.7,1,0.412
39,Other,White,Divorced,Primary,100000,Engineer,Rural,Indian,Christian,Marathi,4,765,0,2,0.92,9777,19579,1,0,13.2,1,0.817
32,Female,White,Widowed,Postgraduate,10000,Farmer,Semi-urban,Nepali,Muslim,Telugu,1,589,0,4,0.19,9808,8274,0,1,11.8,1,0.539
27,Female,Latino,Divorced,Secondary,20000,Farmer,Semi-urban,Bangladeshi,Christian,Marathi,2,687,0,4,0.26,20709,16740,0,1,11.5,1,0.453
49,Female,Asian,Widowed,Primary,70000,Laborer,Urban,Nepali,Sikh,English,5,403,1,2,0.86,7952,17794,0,1,13.9,1,0.485
52,Female,Black,Divorced,Graduate,10000,Teacher,Rural,Nepali,Christian,Marathi,2,724,0,4,0.25,8860,1122,0,0,5.4,0,0.63
36,Other,Asian,Single,Graduate,100000,Farmer,Semi-urban,Indian,Hindu,English,1,599,0,3,0.78,18069,14569,1,1,17.9,0,0.778
26,Female,Mixed,Divorced,Graduate,20000,Engineer,Semi-urban,Nepali,Hindu,Tamil,4,478,1,4,0.09,15341,665,1,1,14.0,0,0.632
39,Male,White,Divorced,Primary,20000,Farmer,Rural,Nepali,Muslim,Marathi,1,377,0,5,0.81,12853,8126,1,0,1.8,1,0.471
40,Male,Mixed,Married,Postgraduate,100000,Engineer,Semi-urban,Indian,Buddhist,Hindi,6,540,1,0,0.86,3260,4452,1,0,15.5,1,0.812
24,Other,Latino,Divorced,Graduate,30000,Engineer,Rural,Bangladeshi,Other,Hindi,2,330,1,5,0.79,16150,15662,0,0,12.7,1,0.115
23,Other,Latino,Widowed,Secondary,100000,Engineer,Rural,Indian,Hindu,English,5,393,1,5,0.42,15018,4888,0,0,10.5,0,0.168
60,Male,Latino,Divorced,Postgraduate,100000,Engineer,Rural,Bangladeshi,Other,Marathi,1,418,0,3,0.28,11377,2206,0,0,5.9,1,0.263
52,Female,Black,Single,Graduate,30000,Laborer,Urban,Bangladeshi,Hindu,Bengali,4,529,0,3,0.78,5359,12497,1,1,8.4,1,0.795
30,Other,White,Single,Postgraduate,70000,Farmer,Rural,Indian,Other,Telugu,1,814,0,2,0.38,9247,12819,1,0,20.2,1,0.82
22,Other,Mixed,Single,Secondary,70000,Engineer,Semi-urban,Bangladeshi,Other,Bengali,2,847,1,4,0.82,12186,4816,0,0,1.5,0,0.841
33,Female,Black,Married,Postgraduate,20000,Self-employed,Urban,Nepali,Sikh,Bengali,3,676,0,4,0.48,3926,5183,1,1,15.6,0,0.918
21,Male,Latino,Widowed,Graduate,70000,Engineer,Urban,Bangladeshi,Other,Marathi,1,762,1,5,0.53,22462,13661,0,0,6.2,1,0.475
61,Other,White,Married,Primary,20000,Teacher,Rural,Bangladeshi,Hindu,Tamil,5,372,0,1,0.75,19015,750,0,0,14.3,1,0.34
36,Other,Asian,Single,None,50000,Engineer,Semi-urban,Bangladeshi,Other,Telugu,2,580,1,2,0.14,16371,10440,1,1,13.2,0,0.662
36,Female,Mixed,Divorced,Secondary,20000,Self-employed,Semi-urban,Nepali,Hindu,English,7,701,0,5,0.81,11536,2972,0,0,16.0,1,0.671
22,Other,Mixed,Widowed,None,50000,Self-employed,Semi-urban,Indian,Christian,English,2,544,0,5,0.03,18211,4360,1,1,22.3,0,0.627
39,Female,Black,Single,Secondary,30000,Teacher,Semi-urban,Indian,Muslim,Tamil,7,643,1,5,0.47,14723,18522,1,0,15.1,0,0.529
59,Male,Latino,Widowed,Postgraduate,20000,Self-employed,Urban,Nepali,Hindu,Bengali,4,756,0,4,0.78,17078,11867,0,1,8.8,1,0.777
61,Female,Black,Single,Primary,10000,Self-employed,Semi-urban,Bangladeshi,Sikh,Marathi,3,438,0,4,0.26,5280,5926,1,1,16.2,1,0.555
18,Male,Mixed,Divorced,Primary,30000,Farmer,Rural,Bangladeshi,Sikh,Hindi,7,680,1,1,0.3,21871,5243,0,1,14.0,0,0.544
47,Female,Latino,Widowed,Secondary,70000,Laborer,Semi-urban,Nepali,Hindu,Marathi,2,616,0,4,0.46,19266,15513,1,1,22.6,0,0.653
28,Other,Mixed,Divorced,Primary,50000,Teacher,Rural,Nepali,Hindu,Tamil,2,468,1,3,0.57,12292,14240,1,0,24.7,1,0.436
39,Male,Latino,Married,Primary,30000,Laborer,Rural,Indian,Buddhist,Bengali,7,744,0,5,0.05,4823,514,1,1,5.9,0,0.953
36,Female,Asian,Married,Postgraduate,20000,Farmer,Rural,Bangladeshi,Sikh,English,7,679,1,0,0.56,10195,10186,1,1,6.2,1,0.964
26,Female,White,Widowed,Graduate,50000,Laborer,Semi-urban,Indian,Other,Hindi,3,601,1,2,0.69,14411,9877,0,0,19.9,0,0.484
39,Other,Latino,Single,Graduate,20000,Farmer,Urban,Nepali,Hindu,Telugu,8,666,1,0,0.95,4534,1902,0,0,19.8,0,0.684
35,Female,Mixed,Widowed,Secondary,50000,Engineer,Semi-urban,Indian,Christian,Bengali,5,521,0,3,0.01,10712,19136,1,1,22.1,0,0.504
60,Male,White,Divorced,None,30000,Teacher,Urban,Nepali,Other,Marathi,5,417,1,3,0.27,10116,10439,1,0,19.4,1,0.362
23,Female,Asian,Widowed,None,100000,Farmer,Urban,Bangladeshi,Sikh,Telugu,7,726,1,3,0.82,15992,13045,1,1,10.6,1,0.873
57,Other,Latino,Married,Primary,100000,Farmer,Rural,Bangladeshi,Other,Hindi,4,516,0,2,0.82,5334,14504,0,1,24.2,1,0.58
45,Other,Mixed,Single,Graduate,20000,Teacher,Rural,Bangladeshi,Christian,Tamil,3,605,0,2,0.01,8032,8241,1,1,2.3,1,0.67
59,Female,Black,Single,Graduate,10000,Laborer,Rural,Bangladeshi,Buddhist,Bengali,3,545,0,3,0.2,21152,12808,1,1,20.6,1,0.59
23,Female,White,Widowed,Graduate,50000,Self-employed,Rural,Bangladeshi,Hindu,Tamil,5,417,0,1,0.86,17946,7634,1,1,24.7,0,0.691
25,Male,White,Widowed,Primary,70000,Engineer,Rural,Bangladeshi,Other,Hindi,6,833,1,3,0.72,9324,541,1,0,17.4,0,0.873
56,Male,White,Single,None,30000,Self-employed,Rural,Indian,Christian,English,3,618,1,0,0.01,19854,5390,1,1,19.3,1,0.699
29,Male,Black,Widowed,Graduate,70000,Engineer,Rural,Bangladeshi,Buddhist,Marathi,2,610,1,5,0.36,23852,7986,1,1,21.8,1,0.625
58,Female,Black,Married,None,50000,Farmer,Semi-urban,Bangladeshi,Sikh,Marathi,1,777,1,4,0.75,7934,16767,0,1,17.2,1,0.639
65,Other,Black,Divorced,Primary,30000,Laborer,Semi-urban,Indian,Muslim,Hindi,1,690,0,4,0.18,17924,13861,1,1,24.2,0,0.673
64,Male,Mixed,Single,Graduate,70000,Self-employed,Urban,Indian,Hindu,Telugu,7,542,1,3,0.46,18456,19656,0,0,4.9,1,0.246
56,Male,Latino,Single,Postgraduate,100000,Self-employed,Urban,Bangladeshi,Buddhist,Hindi,8,411,0,1,0.89,17585,10388,1,0,4.0,0,0.455
56,Female,Black,Married,Graduate,10000,Farmer,Urban,Indian,Hindu,Marathi,3,525,1,3,0.6,4046,6069,1,1,9.4,0,0.815
35,Female,Latino,Widowed,Graduate,20000,Engineer,Semi-urban,Bangladeshi,Sikh,Telugu,5,359,0,0,0.24,19915,7318,0,0,24.5,0,0.211
28,Female,Black,Divorced,Primary,50000,Engineer,Rural,Bangladeshi,Other,Hindi,7,701,1,1,0.37,6976,757,1,0,1.2,0,0.849
56,Male,Asian,Widowed,Graduate,70000,Farmer,Urban,Indian,Other,Tamil,4,440,1,5,0.04,8630,8407,0,1,18.3,1,0.335
62,Female,Latino,Single,Primary,30000,Farmer,Urban,Indian,Muslim,Telugu,1,498,1,5,0.28,16443,5444,1,1,9.5,1,0.561
58,Female,Black,Single,None,100000,Engineer,Urban,Indian,Christian,Marathi,2,406,1,5,0.39,9452,12070,0,0,12.3,1,0.174
22,Female,Mixed,Single,Primary,30000,Farmer,Semi-urban,Indian,Buddhist,Tamil,7,517,1,0,0.39,7434,6958,0,1,9.0,0,0.563
42,Male,Mixed,Single,None,20000,Farmer,Semi-urban,Nepali,Muslim,Marathi,1,698,1,4,0.01,5672,17259,1,1,23.0,1,0.697
21,Other,White,Widowed,Secondary,70000,Self-employed,Urban,Nepali,Hindu,Telugu,3,416,0,3,0.82,15929,15655,0,0,23.8,1,0.275
24,Female,White,Married,Postgraduate,50000,Engineer,Rural,Nepali,Buddhist,Telugu,3,659,0,4,0.93,23655,13329,1,1,3.6,0,0.783
26,Male,Mixed,Divorced,Primary,20000,Laborer,Urban,Bangladeshi,Muslim,English,4,784,1,2,0.35,20937,16369,1,0,10.7,0,0.59
37,Female,Mixed,Married,Primary,70000,Self-employed,Semi-urban,Indian,Sikh,Hindi,7,632,0,5,0.54,10162,2490,0,0,4.8,0,0.547
42,Female,Mixed,Single,None,70000,Self-employed,Rural,Bangladeshi,Sikh,Tamil,1,358,1,3,0.24,13985,14138,1,0,14.5,0,0.295
21,Other,Black,Widowed,Primary,70000,Laborer,Urban,Indian,Other,Tamil,8,631,1,3,0.04,6452,10500,1,1,21.2,1,0.747
65,Other,White,Married,None,10000,Self-employed,Semi-urban,Indian,Hindu,Bengali,5,551,1,0,0.89,3382,10735,1,1,22.1,1,0.857
49,Other,Black,Single,Graduate,100000,Farmer,Semi-urban,Nepali,Christian,Telugu,2,538,0,5,0.09,12390,5440,0,0,2.5,0,0.24
37,Female,Latino,Single,Secondary,30000,Self-employed,Rural,Bangladeshi,Muslim,English,7,598,0,2,0.29,20653,14668,1,1,4.8,1,0.644
30,Female,Mixed,Widowed,Postgraduate,50000,Engineer,Semi-urban,Indian,Other,English,3,736,0,1,0.54,13371,18960,0,1,20.2,1,0.641
22,Male,Black,Single,None,30000,Laborer,Rural,Nepali,Buddhist,Tamil,4,625,0,3,0.74,23377,11769,0,1,21.5,1,0.572
47,Male,Asian,Married,Primary,30000,Laborer,Urban,Bangladeshi,Sikh,Tamil,4,617,0,3,0.8,17347,707,0,1,14.7,1,0.757
25,Female,Asian,Married,Graduate,70000,Engineer,Urban,Bangladeshi,Muslim,Hindi,4,704,1,2,0.94,3713,16798,0,0,17.6,0,0.585
58,Female,Black,Widowed,Primary,10000,Teacher,Rural,Indian,Buddhist,Hindi,6,666,1,0,0.77,7222,12247,1,0,22.9,0,0.683
58,Female,Asian,Single,None,70000,Farmer,Semi-urban,Nepali,Buddhist,Telugu,8,728,1,2,0.94,4423,12696,0,0,12.1,0,0.687
60,Female,Mixed,Widowed,Secondary,20000,Self-employed,Urban,Indian,Other,English,2,369,0,0,0.99,20161,2280,0,1,17.3,0,0.447
35,Female,Latino,Widowed,Graduate,100000,Laborer,Semi-urban,Nepali,Christian,Hindi,5,636,0,3,0.62,16699,12874,0,1,2.8,0,0.611
44,Female,Latino,Married,Postgraduate,10000,Engineer,Rural,Indian,Muslim,English,1,788,0,3,0.63,16790,8288,0,1,16.6,1,0.757
28,Other,Latino,Married,None,10000,Laborer,Rural,Bangladeshi,Other,Bengali,4,313,0,3,0.29,10932,9377,0,0,18.6,0,0.143
36,Female,Latino,Widowed,Graduate,30000,Teacher,Rural,Nepali,Buddhist,Tamil,7,365,0,5,0.74,20275,13711,0,0,10.4,0,0.149
53,Male,Black,Widowed,Secondary,50000,Engineer,Semi-urban,Bangladeshi,Christian,English,1,421,1,4,0.32,8692,17182,0,0,17.1,0,0.206
